image_path,class_name,plant_type,disease_name,label
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\de07c294-2307-43c1-8f67-6ccc2159905f___Rutg._HL 3560_270deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\de07c294-2307-43c1-8f67-6ccc2159905f___Rutg._HL 3560_90deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\de07c294-2307-43c1-8f67-6ccc2159905f___Rutg._HL 3560_new30degFlipLR.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\de07c294-2307-43c1-8f67-6ccc2159905f___Rutg._HL 3560_newPixel25.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\de24a77e-882e-4d5b-b2e6-cf18ea535b1c___Rutg._HL 3740_180deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\de24a77e-882e-4d5b-b2e6-cf18ea535b1c___Rutg._HL 3740_new30degFlipLR.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\de24a77e-882e-4d5b-b2e6-cf18ea535b1c___Rutg._HL 3740_newPixel25.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\df27e876-1152-4b9f-869b-f88e62a53ad2___Rutg._HL 3653.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\df27e876-1152-4b9f-869b-f88e62a53ad2___Rutg._HL 3653_270deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\df27e876-1152-4b9f-869b-f88e62a53ad2___Rutg._HL 3653_90deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\df27e876-1152-4b9f-869b-f88e62a53ad2___Rutg._HL 3653_new30degFlipLR.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\df27e876-1152-4b9f-869b-f88e62a53ad2___Rutg._HL 3653_newPixel25.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e01a2a7d-49cd-43b0-9afa-cdcd59aaa558___Rutg._HL 2409_180deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e01a2a7d-49cd-43b0-9afa-cdcd59aaa558___Rutg._HL 2409_270deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e01a2a7d-49cd-43b0-9afa-cdcd59aaa558___Rutg._HL 2409_90deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e01a2a7d-49cd-43b0-9afa-cdcd59aaa558___Rutg._HL 2409_new30degFlipLR.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e01a2a7d-49cd-43b0-9afa-cdcd59aaa558___Rutg._HL 2409_newPixel25.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e1ed1265-dbbe-4158-a7d6-386cdbc23bac___Rutg._HL 3657_180deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e1ed1265-dbbe-4158-a7d6-386cdbc23bac___Rutg._HL 3657_270deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e1ed1265-dbbe-4158-a7d6-386cdbc23bac___Rutg._HL 3657_90deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e2ca5fdf-a547-43d8-a854-4ccdd884c207___Rutg._HL 3618.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e2ca5fdf-a547-43d8-a854-4ccdd884c207___Rutg._HL 3618_180deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e2ca5fdf-a547-43d8-a854-4ccdd884c207___Rutg._HL 3618_270deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e2ca5fdf-a547-43d8-a854-4ccdd884c207___Rutg._HL 3618_90deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e2ca5fdf-a547-43d8-a854-4ccdd884c207___Rutg._HL 3618_new30degFlipLR.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e2ca5fdf-a547-43d8-a854-4ccdd884c207___Rutg._HL 3618_newPixel25.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e2d5ec35-0df5-4a48-92bd-1047ef19a164___Rutg._HL 3757.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e2d5ec35-0df5-4a48-92bd-1047ef19a164___Rutg._HL 3757_180deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e2d5ec35-0df5-4a48-92bd-1047ef19a164___Rutg._HL 3757_270deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e2d5ec35-0df5-4a48-92bd-1047ef19a164___Rutg._HL 3757_90deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e2d5ec35-0df5-4a48-92bd-1047ef19a164___Rutg._HL 3757_new30degFlipLR.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e2d5ec35-0df5-4a48-92bd-1047ef19a164___Rutg._HL 3757_newPixel25.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e365fd19-4922-44ea-ae2a-ab3cf9b9dc00___Rutg._HL 3689.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e365fd19-4922-44ea-ae2a-ab3cf9b9dc00___Rutg._HL 3689_270deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e365fd19-4922-44ea-ae2a-ab3cf9b9dc00___Rutg._HL 3689_new30degFlipLR.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e365fd19-4922-44ea-ae2a-ab3cf9b9dc00___Rutg._HL 3689_newPixel25.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e3eb6226-c213-4a4a-9746-596a38458350___Rutg._HL 3738.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e3eb6226-c213-4a4a-9746-596a38458350___Rutg._HL 3738_180deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e3eb6226-c213-4a4a-9746-596a38458350___Rutg._HL 3738_270deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e3eb6226-c213-4a4a-9746-596a38458350___Rutg._HL 3738_90deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e3eb6226-c213-4a4a-9746-596a38458350___Rutg._HL 3738_new30degFlipLR.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e48da91f-7a30-47ca-a7cb-1e456f94b4de___Rutg._HL 3680.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e48da91f-7a30-47ca-a7cb-1e456f94b4de___Rutg._HL 3680_180deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e48da91f-7a30-47ca-a7cb-1e456f94b4de___Rutg._HL 3680_270deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e48da91f-7a30-47ca-a7cb-1e456f94b4de___Rutg._HL 3680_newPixel25.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e4e51261-5ca9-4757-bd44-d2e0729db030___Rutg._HL 3744.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e4e51261-5ca9-4757-bd44-d2e0729db030___Rutg._HL 3744_180deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e4e51261-5ca9-4757-bd44-d2e0729db030___Rutg._HL 3744_270deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e4e51261-5ca9-4757-bd44-d2e0729db030___Rutg._HL 3744_90deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e4e51261-5ca9-4757-bd44-d2e0729db030___Rutg._HL 3744_new30degFlipLR.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e4e51261-5ca9-4757-bd44-d2e0729db030___Rutg._HL 3744_newPixel25.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e7e532ec-6d7f-4c2a-9687-c8b4843048b0___Rutg._HL 2404.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e7e532ec-6d7f-4c2a-9687-c8b4843048b0___Rutg._HL 2404_270deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e7e532ec-6d7f-4c2a-9687-c8b4843048b0___Rutg._HL 2404_90deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e7e532ec-6d7f-4c2a-9687-c8b4843048b0___Rutg._HL 2404_new30degFlipLR.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e7e532ec-6d7f-4c2a-9687-c8b4843048b0___Rutg._HL 2404_newPixel25.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e7e94555-86a0-4798-970f-6c9b1a6fd0b9___Rutg._HL 2469.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e7e94555-86a0-4798-970f-6c9b1a6fd0b9___Rutg._HL 2469_180deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e7e94555-86a0-4798-970f-6c9b1a6fd0b9___Rutg._HL 2469_270deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e7e94555-86a0-4798-970f-6c9b1a6fd0b9___Rutg._HL 2469_90deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e7e94555-86a0-4798-970f-6c9b1a6fd0b9___Rutg._HL 2469_new30degFlipLR.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e7e94555-86a0-4798-970f-6c9b1a6fd0b9___Rutg._HL 2469_newPixel25.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e83b9b4e-5915-410f-b38e-3659365de310___Rutg._HL 3518.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e83b9b4e-5915-410f-b38e-3659365de310___Rutg._HL 3518_180deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e83b9b4e-5915-410f-b38e-3659365de310___Rutg._HL 3518_270deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e83b9b4e-5915-410f-b38e-3659365de310___Rutg._HL 3518_90deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e83b9b4e-5915-410f-b38e-3659365de310___Rutg._HL 3518_new30degFlipLR.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e83b9b4e-5915-410f-b38e-3659365de310___Rutg._HL 3518_newPixel25.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e95e665b-4b1d-4442-a047-7c03c58ce7c6___Rutg._HL 3537.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e95e665b-4b1d-4442-a047-7c03c58ce7c6___Rutg._HL 3537_180deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e95e665b-4b1d-4442-a047-7c03c58ce7c6___Rutg._HL 3537_90deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e95e665b-4b1d-4442-a047-7c03c58ce7c6___Rutg._HL 3537_new30degFlipLR.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e96a7083-0d41-4888-8f03-147729559c2e___Rutg._HL 3713.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e96a7083-0d41-4888-8f03-147729559c2e___Rutg._HL 3713_180deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e96a7083-0d41-4888-8f03-147729559c2e___Rutg._HL 3713_270deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e96a7083-0d41-4888-8f03-147729559c2e___Rutg._HL 3713_new30degFlipLR.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e96a7083-0d41-4888-8f03-147729559c2e___Rutg._HL 3713_newPixel25.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e9849a7f-112f-40dc-b6b2-44c785278743___Rutg._HL 3571_180deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e9849a7f-112f-40dc-b6b2-44c785278743___Rutg._HL 3571_270deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e9849a7f-112f-40dc-b6b2-44c785278743___Rutg._HL 3571_new30degFlipLR.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\e9849a7f-112f-40dc-b6b2-44c785278743___Rutg._HL 3571_newPixel25.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\eb1ea7cf-1cf2-460a-9a68-d97f1b6ccca0___Rutg._HL 3748.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\eb1ea7cf-1cf2-460a-9a68-d97f1b6ccca0___Rutg._HL 3748_90deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\eb1ea7cf-1cf2-460a-9a68-d97f1b6ccca0___Rutg._HL 3748_new30degFlipLR.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\eb1ea7cf-1cf2-460a-9a68-d97f1b6ccca0___Rutg._HL 3748_newPixel25.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\eb22c943-98df-44c8-825d-ab436291b9ea___Rutg._HL 3725_90deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\eb22c943-98df-44c8-825d-ab436291b9ea___Rutg._HL 3725_new30degFlipLR.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\eb22c943-98df-44c8-825d-ab436291b9ea___Rutg._HL 3725_newPixel25.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\ec3aa964-fde7-4b00-9231-b9350057aa8a___Rutg._HL 2403.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\ec3aa964-fde7-4b00-9231-b9350057aa8a___Rutg._HL 2403_270deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\ec3aa964-fde7-4b00-9231-b9350057aa8a___Rutg._HL 2403_90deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\ec3aa964-fde7-4b00-9231-b9350057aa8a___Rutg._HL 2403_new30degFlipLR.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\ec3aa964-fde7-4b00-9231-b9350057aa8a___Rutg._HL 2403_newPixel25.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\eccf6b29-5909-4b84-83b2-4dd3a6a5745d___Rutg._HL 2436.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\eccf6b29-5909-4b84-83b2-4dd3a6a5745d___Rutg._HL 2436_180deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\eccf6b29-5909-4b84-83b2-4dd3a6a5745d___Rutg._HL 2436_270deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\eccf6b29-5909-4b84-83b2-4dd3a6a5745d___Rutg._HL 2436_90deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\eccf6b29-5909-4b84-83b2-4dd3a6a5745d___Rutg._HL 2436_new30degFlipLR.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\eccf6b29-5909-4b84-83b2-4dd3a6a5745d___Rutg._HL 2436_newPixel25.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\edebdf94-67a7-4d5e-8e0d-bc06494ad3d5___Rutg._HL 2464.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\edebdf94-67a7-4d5e-8e0d-bc06494ad3d5___Rutg._HL 2464_270deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\edebdf94-67a7-4d5e-8e0d-bc06494ad3d5___Rutg._HL 2464_90deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\edebdf94-67a7-4d5e-8e0d-bc06494ad3d5___Rutg._HL 2464_new30degFlipLR.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\edebdf94-67a7-4d5e-8e0d-bc06494ad3d5___Rutg._HL 2464_newPixel25.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\ee4537d3-b53b-4825-b924-30696dffe4ed___Rutg._HL 2501.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\ee4537d3-b53b-4825-b924-30696dffe4ed___Rutg._HL 2501_180deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\ee4537d3-b53b-4825-b924-30696dffe4ed___Rutg._HL 2501_270deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\ee4537d3-b53b-4825-b924-30696dffe4ed___Rutg._HL 2501_90deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\ee4537d3-b53b-4825-b924-30696dffe4ed___Rutg._HL 2501_new30degFlipLR.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\ee4537d3-b53b-4825-b924-30696dffe4ed___Rutg._HL 2501_newPixel25.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\ef2395e9-7dcc-47bf-84a9-052ec4f7c368___Rutg._HL 3515.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\ef2395e9-7dcc-47bf-84a9-052ec4f7c368___Rutg._HL 3515_180deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\ef2395e9-7dcc-47bf-84a9-052ec4f7c368___Rutg._HL 3515_270deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\ef2395e9-7dcc-47bf-84a9-052ec4f7c368___Rutg._HL 3515_90deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\ef2395e9-7dcc-47bf-84a9-052ec4f7c368___Rutg._HL 3515_new30degFlipLR.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\ef2395e9-7dcc-47bf-84a9-052ec4f7c368___Rutg._HL 3515_newPixel25.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\ef25bfe7-9733-4c6b-a0f9-c304a4e6c217___Rutg._HL 3666.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\ef25bfe7-9733-4c6b-a0f9-c304a4e6c217___Rutg._HL 3666_180deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\ef25bfe7-9733-4c6b-a0f9-c304a4e6c217___Rutg._HL 3666_270deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\ef25bfe7-9733-4c6b-a0f9-c304a4e6c217___Rutg._HL 3666_90deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\ef25bfe7-9733-4c6b-a0f9-c304a4e6c217___Rutg._HL 3666_new30degFlipLR.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\ef25bfe7-9733-4c6b-a0f9-c304a4e6c217___Rutg._HL 3666_newPixel25.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\efa00530-b592-46d4-827a-1eb1a7498608___Rutg._HL 3619.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\efa00530-b592-46d4-827a-1eb1a7498608___Rutg._HL 3619_180deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\efa00530-b592-46d4-827a-1eb1a7498608___Rutg._HL 3619_270deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\efa00530-b592-46d4-827a-1eb1a7498608___Rutg._HL 3619_90deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\efa00530-b592-46d4-827a-1eb1a7498608___Rutg._HL 3619_new30degFlipLR.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\efa00530-b592-46d4-827a-1eb1a7498608___Rutg._HL 3619_newPixel25.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\f1b4be89-0313-4fa4-b04e-1e3e126ee8fb___Rutg._HL 3528.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\f1b4be89-0313-4fa4-b04e-1e3e126ee8fb___Rutg._HL 3528_180deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\f1b4be89-0313-4fa4-b04e-1e3e126ee8fb___Rutg._HL 3528_270deg.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\f1b4be89-0313-4fa4-b04e-1e3e126ee8fb___Rutg._HL 3528_new30degFlipLR.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\f1b4be89-0313-4fa4-b04e-1e3e126ee8fb___Rutg._HL 3528_newPixel25.JPG,Peach___healthy,Peach,healthy,healthy
c:\not_default\Projects\plant-leaf-disease-classification\data\raw\Peach___healthy\f210cd1d-153a-4c85-a7f6-0a0348381314___Rutg._HL 2487.JPG,Peach___healthy,Peach,healthy,healthy
